Cluster 0: 
Ashes In the Fall; The Battle Of Los Angeles; ['Rage Against The Machine']; 
Take the Power Back; Rage Against The Machine; ['Rage Against The Machine']; 
Wake Up; Rage Against The Machine; ['Rage Against The Machine']; 
She Got Me Bad; Do It for Love; ['Daryl Hall & John Oates']; 
Heartbreak Time; Do It for Love; ['Daryl Hall & John Oates']; 
Southland Of The Heart; Dart To The Heart; ['Bruce Cockburn']; 
Wednesday; Scarlet's Walk; ['Tori Amos']; 
Taxi Ride; Scarlet's Walk; ['Tori Amos']; 
Porcelain Blue; Rosaryville; ['Kate Campbell']; 
Someday; Waste Of Mind; ['zebrahead']; 
Walk Away; Waste Of Mind; ['zebrahead']; 
Move On; Waste Of Mind; ['zebrahead']; 
Do Re Me (Live); Swing Set; ['Ani DiFranco']; 
When I'm Gone; Swing Set; ['Ani DiFranco']; 
Shameless; Dilate; ['Ani DiFranco']; 
Adam and Eve; Dilate; ['Ani DiFranco']; 
I'm No Heroine; Imperfectly; ['Ani DiFranco']; 
Just A Memory; "Perhaps;  I Suppose"; 
Tears; "Perhaps;  I Suppose"; 
Save The World; "Perhaps;  I Suppose"; 
End; The Jesus Experience; ['Bride']; 
I Hear A Word; The Jesus Experience; ['Bride']; 
You Were There; Live Under the Red Moon; ['The Call']; 
Drop D; This Is It; ['Bride']; 
Universe; This Is It; ['Bride']; 
Platinum Girl - Intro; Nodesha; ['Nodesha']; 
That's Crazy; Nodesha; ['Nodesha']; 
Cupid In Me; Nodesha; ['Nodesha']; 
Rocket To God; Ooh Yeah!; ['Daryl Hall & John Oates']; 
If I Let You Go - Radio Edit; Westlife; ['Westlife']; 
No No; Westlife; ['Westlife']; 
What I Want Is What I Got; Westlife; ['Westlife']; 
On My Shoulder; Turnaround; ['Westlife']; 
Lovespeak; Ampendectomy; ['Resurrection Band']; 
So In Love With You; Ampendectomy; ['Resurrection Band']; 
Irish Garden; Ampendectomy; ['Resurrection Band']; 
"Jim;  I Wore a Tie Today"; Highwayman; 
So Young; The Complete Stone Roses; ['The Stone Roses']; 
Sitting In The Jailhouse; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Thirty Days - Previously Unreleased; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
In the Details 1; We Apologise For Any Inconvenience; ['Zorras']; 
El Pilon/Alla; We Apologise For Any Inconvenience; ['Zorras']; 
Head Games; We Apologise For Any Inconvenience; ['Zorras']; 
Ain't Nothing To Me; Still Alive And Well; ['Johnny Winter']; 
Too Much Seconal; Still Alive And Well; ['Johnny Winter']; 
A Matter Of Minutes; Whole New You; ['Shawn Colvin']; 
Migration; Small Planes; ['The Innocence Mission']; 
Oh Do Not Fly Away; Small Planes; ['The Innocence Mission']; 
Temptation; Martin Rev; ['Martin Rev']; 
Outta My Mind; Psychosis; ['Reflected Illusions']; 
Glitch Station; Psychosis; ['Reflected Illusions']; 
Object Of My Affection; Fat City; ['Shawn Colvin']; 
Why Not Me; Greatest Hits; ['The Judds']; 
Two Girls (One for Heaven and the Other One for Rome); Pickpocket's Locket; ['Frog Eyes']; 
Death's Ship; Pickpocket's Locket; ['Frog Eyes']; 
Sonic Boom; El Rauncho Grundge; ['Too Slim and the Taildraggers']; 
A Sheltered Life; Sessions; ['Carter The Unstoppable Sex Machine']; 
Re Educate Rita; Sessions; ['Carter The Unstoppable Sex Machine']; 
Girls Can Keep a Secret; Sessions; ['Carter The Unstoppable Sex Machine']; 
The Long Journey; Shooting Star; ['Reflected Illusions']; 
It's Not Alright; What Another Man Spills; ['Lambchop']; 
Magnificent Obsession; What Another Man Spills; ['Lambchop']; 
Under the Same Moon; I Hope You're Sitting Down; ['Lambchop']; 
A l'occasion tu souris; Salle des pas perdus; ['Coralie Clement']; 
Samba de mon cœur qui bat; Salle des pas perdus; ['Coralie Clement']; 
Le dernier train; Salle des pas perdus; ['Coralie Clement']; 
Run Baby Run (Jonah); God Finds Us; ['Jason Upton']; 
Write Every Day Down; God Finds Us; ['Jason Upton']; 
Lightness; Transatlanticism; ['Death Cab for Cutie']; 
Fly - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
Crawl; Let Your Dim Light Shine; ['Soul Asylum']; 
Leave Me Alone; Left Of The Middle; ['Natalie Imbruglia']; 
Pigeons And Crumbs; Left Of The Middle; ['Natalie Imbruglia']; 
City; Left Of The Middle; ['Natalie Imbruglia']; 
The Cold Part; The Moon & Antarctica; ['Modest Mouse']; 
Rooftops; Rooftops; ['Peter Kater']; 
In Thee; Mirrors; ['Blue Öyster Cult']; 
The Vigil; Mirrors; ['Blue Öyster Cult']; 
Unholy Water; Sister Sadie; ['Sister Sadie']; 
Don't Tell Me Stories; Sister Sadie; ['Sister Sadie']; 
Falling; Sister Sadie; ['Sister Sadie']; 
All I Can Do; Sister Sadie; ['Sister Sadie']; 
Mama's Room; Sister Sadie; ['Sister Sadie']; 
Built To Spill; Ultimate Alternative Wavers; ['Built To Spill']; 
Treasure Islands; Jack's Crows; ['John Gorka']; 
Jack's Crows; Jack's Crows; ['John Gorka']; 
Mystery To Me; Out Of The Valley; ['John Gorka']; 
Mailbox Suite; Rain Maiden; ['Wind Machine']; 
Waltz of the Wind; Rain Maiden; ['Wind Machine']; 
Sand Harbor; Rain Maiden; ['Wind Machine']; 
We Are All One; Spaced Out; ['Reflected Illusions']; 
Ecstasy; Spaced Out; ['Reflected Illusions']; 
Nirvana; Spaced Out; ['Reflected Illusions']; 
The Psychedelic Experience Pt. I; Spaced Out; ['Reflected Illusions']; 
Animal; Educated Guess; ['Ani DiFranco']; 
Danserye: La Morisque; 30th Anniversary Sampler; "['Tylman Susato'; 
Ikon of Eros (excerpt); 30th Anniversary Sampler; "['John Tavener'; 
Woman; Greatest Hits; ['Pure Prairie League']; 
That'll Be the Day; Greatest Hits; ['Pure Prairie League']; 
The New Rage; Drowning By Proxy; ['Full Catastrophe Living']; 
Red Tangle (Version); Drowning By Proxy; ['Full Catastrophe Living']; 
Angel To Be; Annunciation; ['The Subdudes']; 
Late At Night; Annunciation; ['The Subdudes']; 
Lágrimas y Lluvia; Con El Mariachi Vargas De Tecalitlan (with El Mariachi Vargas de Tecalitlán); ['Juan Gabriel']; 
La Muerte del Palomo; Con El Mariachi Vargas De Tecalitlan (with El Mariachi Vargas de Tecalitlán); ['Juan Gabriel']; 
Qué Chasco Me Llevé; Con El Mariachi Vargas De Tecalitlan (with El Mariachi Vargas de Tecalitlán); ['Juan Gabriel']; 
The Three Doors Pt. 3; La Place Demon; "['Tied & Tickled Trio'; 
Bluterote Nacht Uber Berlin; Generation Starwars; ['Alec Empire']; 
New Acid; Generation Starwars; ['Alec Empire']; 
Microchipkinder; Generation Starwars; ['Alec Empire']; 
Too Much To Lose; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Dry-land Fish; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
I Wish I Knew; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Take Him In; Baptizing; ['The Seldom Scene']; 
Floor 67; Terminal Twilight; ['White Willow']; 
I.O.U.; Kill Rock Stars; ['Kreviss']; 
In America; A Decade Of Hits; ['The Charlie Daniels Band']; 
Serenity; Stories I Could Tell; ['Rebecca Hickman']; 
Ridin' Shotgun; Stories I Could Tell; ['Rebecca Hickman']; 

